Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer
297,1631619945714,14/09/2021 11:45:45,1631619945482,2,14/09/2021 13:45:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,163,134,1,Screen 1,fixation,fixation,299.987999999983,null,,null,,0,1,0,,,false,,,Task,4,
298,1631619945917,14/09/2021 11:45:45,1631619945682,2,14/09/2021 13:45:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,163,134,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
299,1631619946199,14/09/2021 11:45:46,1631619945981,2,14/09/2021 13:45:45,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,164,135,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
300,1631619946401,14/09/2021 11:45:46,1631619946182,2,14/09/2021 13:45:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,164,135,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,1,
301,1631619946705,14/09/2021 11:45:46,1631619946482,2,14/09/2021 13:45:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,165,136,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
302,1631619946924,14/09/2021 11:45:46,1631619946681,2,14/09/2021 13:45:46,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,165,136,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,3,
303,1631619957636,14/09/2021 11:45:57,1631619957399,2,14/09/2021 13:45:57,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,166,8,1,Screen 1,Zone2,response_text_entry,10698.20000000298,null,,31495,1,0,1,0,,,false,,,Test_Backwards,,59413
304,1631619957915,14/09/2021 11:45:57,1631619957686,2,14/09/2021 13:45:57,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,167,137,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
305,1631619958104,14/09/2021 11:45:58,1631619957887,2,14/09/2021 13:45:57,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,167,137,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
306,1631619958415,14/09/2021 11:45:58,1631619958187,2,14/09/2021 13:45:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,168,138,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
307,1631619958604,14/09/2021 11:45:58,1631619958387,2,14/09/2021 13:45:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,168,138,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,2,
308,1631619958930,14/09/2021 11:45:58,1631619958687,2,14/09/2021 13:45:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,169,139,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,4,
309,1631619959120,14/09/2021 11:45:59,1631619958888,2,14/09/2021 13:45:58,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,169,139,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,4,
310,1631619959415,14/09/2021 11:45:59,1631619959188,2,14/09/2021 13:45:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,170,140,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,7,
311,1631619959610,14/09/2021 11:45:59,1631619959387,2,14/09/2021 13:45:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,170,140,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,7,
312,1631619959927,14/09/2021 11:45:59,1631619959687,2,14/09/2021 13:45:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,171,141,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
313,1631619960102,14/09/2021 11:46:00,1631619959882,2,14/09/2021 13:45:59,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,171,141,2,Screen 2,Zone2,timelimit_screen,195.18299999996088,null,,,,0,1,0,,,true,,,Task,1,
314,1631619960399,14/09/2021 11:46:00,1631619960182,2,14/09/2021 13:46:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,172,142,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
315,1631619960619,14/09/2021 11:46:00,1631619960383,2,14/09/2021 13:46:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,172,142,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,9,
316,1631619974719,14/09/2021 11:46:14,1631619974480,2,14/09/2021 13:46:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,173,9,1,Screen 1,Zone2,response_text_entry,14078.89999999106,null,,917426,1,0,1,0,,,false,,,Test_Backwards,,624719
317,1631619974998,14/09/2021 11:46:14,1631619974774,2,14/09/2021 13:46:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,174,143,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,2,
318,1631619975218,14/09/2021 11:46:15,1631619974974,2,14/09/2021 13:46:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,174,143,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,2,
319,1631619975498,14/09/2021 11:46:15,1631619975273,2,14/09/2021 13:46:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,175,144,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
320,1631619975704,14/09/2021 11:46:15,1631619975475,2,14/09/2021 13:46:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,175,144,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,7,
321,1631619976029,14/09/2021 11:46:16,1631619975773,2,14/09/2021 13:46:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,176,145,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
322,1631619976219,14/09/2021 11:46:16,1631619975974,2,14/09/2021 13:46:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,176,145,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,6,
323,1631619976498,14/09/2021 11:46:16,1631619976273,2,14/09/2021 13:46:16,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,177,146,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,3,
324,1631619976719,14/09/2021 11:46:16,1631619976473,2,14/09/2021 13:46:16,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,177,146,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,3,
325,1631619976998,14/09/2021 11:46:16,1631619976774,2,14/09/2021 13:46:16,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,178,147,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
326,1631619977194,14/09/2021 11:46:17,1631619976974,2,14/09/2021 13:46:16,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,178,147,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,9,
327,1631619977498,14/09/2021 11:46:17,1631619977273,2,14/09/2021 13:46:17,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,179,148,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
328,1631619977710,14/09/2021 11:46:17,1631619977474,2,14/09/2021 13:46:17,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,179,148,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,1,
329,1631619992372,14/09/2021 11:46:32,1631619992135,2,14/09/2021 13:46:32,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,180,10,1,Screen 1,Zone2,response_text_entry,14645.90000000596,null,,193672,1,0,1,0,,,false,,,Test_Backwards,,276391
330,1631619992651,14/09/2021 11:46:32,1631619992424,2,14/09/2021 13:46:32,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,181,149,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,4,
331,1631619992857,14/09/2021 11:46:32,1631619992624,2,14/09/2021 13:46:32,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,181,149,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,4,
332,1631619993154,14/09/2021 11:46:33,1631619992924,2,14/09/2021 13:46:32,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,182,150,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
333,1631619993354,14/09/2021 11:46:33,1631619993125,2,14/09/2021 13:46:33,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,182,150,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,1,
334,1631619993651,14/09/2021 11:46:33,1631619993424,2,14/09/2021 13:46:33,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,183,151,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,8,
335,1631619993844,14/09/2021 11:46:33,1631619993624,2,14/09/2021 13:46:33,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,183,151,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,8,
336,1631619994188,14/09/2021 11:46:34,1631619993924,2,14/09/2021 13:46:33,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,184,152,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
337,1631619994369,14/09/2021 11:46:34,1631619994123,2,14/09/2021 13:46:34,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,184,152,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,3,
338,1631619994657,14/09/2021 11:46:34,1631619994424,2,14/09/2021 13:46:34,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,185,153,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
339,1631619994854,14/09/2021 11:46:34,1631619994624,2,14/09/2021 13:46:34,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,185,153,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,6,
340,1631619995141,14/09/2021 11:46:35,1631619994924,2,14/09/2021 13:46:34,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,186,154,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
341,1631619995355,14/09/2021 11:46:35,1631619995125,2,14/09/2021 13:46:35,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,186,154,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,2,
342,1631619995641,14/09/2021 11:46:35,1631619995424,2,14/09/2021 13:46:35,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,187,155,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
343,1631619995854,14/09/2021 11:46:35,1631619995624,2,14/09/2021 13:46:35,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,187,155,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,7,
344,1631620023734,14/09/2021 11:47:03,1631620023510,2,14/09/2021 13:47:03,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,188,11,1,Screen 1,Zone2,response_text_entry,27869.79999999702,null,,7263814,1,0,1,0,,,false,,,Test_Backwards,,4183627
345,1631620024023,14/09/2021 11:47:04,1631620023801,2,14/09/2021 13:47:03,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,189,156,1,Screen 1,fixation,fixation,297.33600000001024,null,,null,,0,1,0,,,false,,,Task,1,
346,1631620024234,14/09/2021 11:47:04,1631620024001,2,14/09/2021 13:47:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,189,156,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,1,
347,1631620024522,14/09/2021 11:47:04,1631620024300,2,14/09/2021 13:47:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,190,157,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
348,1631620024734,14/09/2021 11:47:04,1631620024502,2,14/09/2021 13:47:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,190,157,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,5,
349,1631620025031,14/09/2021 11:47:05,1631620024800,2,14/09/2021 13:47:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,191,158,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,8,
350,1631620025234,14/09/2021 11:47:05,1631620025002,2,14/09/2021 13:47:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,191,158,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,8,
351,1631620025522,14/09/2021 11:47:05,1631620025301,2,14/09/2021 13:47:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,192,159,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
352,1631620025721,14/09/2021 11:47:05,1631620025501,2,14/09/2021 13:47:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,192,159,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,6,
353,1631620026023,14/09/2021 11:47:06,1631620025801,2,14/09/2021 13:47:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,193,160,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
354,1631620026221,14/09/2021 11:47:06,1631620026001,2,14/09/2021 13:47:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,193,160,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,9,
355,1631620026577,14/09/2021 11:47:06,1631620026301,2,14/09/2021 13:47:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,194,161,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
356,1631620026812,14/09/2021 11:47:06,1631620026501,2,14/09/2021 13:47:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,194,161,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,3,
357,1631620027018,14/09/2021 11:47:07,1631620026801,2,14/09/2021 13:47:06,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,195,162,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
358,1631620027218,14/09/2021 11:47:07,1631620027001,2,14/09/2021 13:47:07,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,195,162,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,7,
359,1631620045821,14/09/2021 11:47:25,1631620045581,2,14/09/2021 13:47:25,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,196,12,1,Screen 1,Zone2,response_text_entry,18564.80000001192,null,,7396851,1,0,1,0,,,false,,,Test_Backwards,,1586937
360,1631620046094,14/09/2021 11:47:26,1631620045867,2,14/09/2021 13:47:25,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,197,163,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,5,
361,1631620046278,14/09/2021 11:47:26,1631620046067,2,14/09/2021 13:47:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,197,163,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,5,
362,1631620046594,14/09/2021 11:47:26,1631620046366,2,14/09/2021 13:47:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,198,164,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
363,1631620046794,14/09/2021 11:47:26,1631620046567,2,14/09/2021 13:47:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,198,164,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,2,
