Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer
68,1631619740904,14/09/2021 11:42:20,1631619740676,2,14/09/2021 13:42:20,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,39,29,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,1,
69,1631619741112,14/09/2021 11:42:21,1631619740876,2,14/09/2021 13:42:20,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,39,29,2,Screen 2,Zone2,timelimit_screen,199.99200000000565,null,,,,0,1,0,,,true,,,Task,1,
70,1631619741411,14/09/2021 11:42:21,1631619741175,2,14/09/2021 13:42:21,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,40,30,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,5,
71,1631619741612,14/09/2021 11:42:21,1631619741376,2,14/09/2021 13:42:21,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,40,30,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
72,1631619741911,14/09/2021 11:42:21,1631619741675,2,14/09/2021 13:42:21,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,41,31,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,2,
73,1631619742099,14/09/2021 11:42:22,1631619741876,2,14/09/2021 13:42:21,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,41,31,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
74,1631619742456,14/09/2021 11:42:22,1631619742175,2,14/09/2021 13:42:22,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,42,32,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,6,
75,1631619742599,14/09/2021 11:42:22,1631619742375,2,14/09/2021 13:42:22,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,42,32,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
76,1631619742911,14/09/2021 11:42:22,1631619742675,2,14/09/2021 13:42:22,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,43,33,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,4,
77,1631619743100,14/09/2021 11:42:23,1631619742876,2,14/09/2021 13:42:22,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,43,33,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
78,1631619743490,14/09/2021 11:42:23,1631619743175,2,14/09/2021 13:42:23,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,44,34,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,9,
79,1631619743600,14/09/2021 11:42:23,1631619743376,2,14/09/2021 13:42:23,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,44,34,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,9,
80,1631619747698,14/09/2021 11:42:27,1631619747404,2,14/09/2021 13:42:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,45,9,1,Screen 1,Zone2,response_text_entry,4013.7000000029802,null,,152649,1,1,0,0,,,false,,,Test_Forwards,,152649
81,1631619747933,14/09/2021 11:42:27,1631619747696,2,14/09/2021 13:42:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,46,35,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,2,
82,1631619748119,14/09/2021 11:42:28,1631619747896,2,14/09/2021 13:42:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,46,35,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,2,
83,1631619748433,14/09/2021 11:42:28,1631619748195,2,14/09/2021 13:42:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,47,36,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,1,
84,1631619748760,14/09/2021 11:42:28,1631619748395,2,14/09/2021 13:42:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,47,36,2,Screen 2,Zone2,timelimit_screen,199.99200000000565,null,,,,0,1,0,,,true,,,Task,1,
85,1631619748920,14/09/2021 11:42:28,1631619748695,2,14/09/2021 13:42:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,48,37,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,6,
86,1631619749140,14/09/2021 11:42:29,1631619748896,2,14/09/2021 13:42:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,48,37,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,6,
87,1631619749435,14/09/2021 11:42:29,1631619749195,2,14/09/2021 13:42:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,49,38,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,7,
88,1631619749780,14/09/2021 11:42:29,1631619749396,2,14/09/2021 13:42:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,49,38,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,7,
89,1631619749922,14/09/2021 11:42:29,1631619749695,2,14/09/2021 13:42:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,50,39,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,4,
90,1631619750201,14/09/2021 11:42:30,1631619749895,2,14/09/2021 13:42:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,50,39,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
91,1631619750435,14/09/2021 11:42:30,1631619750194,2,14/09/2021 13:42:30,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,51,40,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,8,
92,1631619750841,14/09/2021 11:42:30,1631619750395,2,14/09/2021 13:42:30,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,51,40,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,8,
93,1631619756503,14/09/2021 11:42:36,1631619756266,2,14/09/2021 13:42:36,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,52,10,1,Screen 1,Zone2,response_text_entry,5854.399999991059,null,,216748,1,1,0,0,,,false,,,Test_Forwards,,216748
94,1631619756769,14/09/2021 11:42:36,1631619756548,2,14/09/2021 13:42:36,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,53,41,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,3,
95,1631619757122,14/09/2021 11:42:37,1631619756748,2,14/09/2021 13:42:36,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,53,41,2,Screen 2,Zone2,timelimit_screen,199.99200000000565,null,,,,0,1,0,,,true,,,Task,3,
96,1631619757302,14/09/2021 11:42:37,1631619757048,2,14/09/2021 13:42:37,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,54,42,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,7,
97,1631619757513,14/09/2021 11:42:37,1631619757249,2,14/09/2021 13:42:37,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,54,42,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,7,
98,1631619757776,14/09/2021 11:42:37,1631619757547,2,14/09/2021 13:42:37,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,55,43,1,Screen 1,fixation,fixation,299.98800000000483,null,,null,,0,1,0,,,false,,,Task,4,
99,1631619758170,14/09/2021 11:42:38,1631619757749,2,14/09/2021 13:42:37,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,55,43,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,4,
100,1631619758276,14/09/2021 11:42:38,1631619758047,2,14/09/2021 13:42:38,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,56,44,1,Screen 1,fixation,fixation,299.98799999999756,null,,null,,0,1,0,,,false,,,Task,5,
101,1631619758466,14/09/2021 11:42:38,1631619758248,2,14/09/2021 13:42:38,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,56,44,2,Screen 2,Zone2,timelimit_screen,199.99199999999837,null,,,,0,1,0,,,true,,,Task,5,
